,cbf,item-item,mf,perbias,user-user
10,0.0,0.0,0.0,0.0,0.4383333333333334
25,0.0,0.0,0.0,0.0,1.0
50,0.0,0.29166666666666663,0.0,0.0,1.45
75,0.3333333333333333,1.0,0.2,0.0,1.8333333333333333
95,1.0,1.7025,0.5,0.5,2.083333333333333
max,1.7833333333333332,2.283333333333333,1.2,1.25,2.283333333333333
mean,0.2401666666666667,0.5398333333333334,0.11416666666666667,0.1,1.3258333333333332
min,0.0,0.0,0.0,0.0,0.0
